Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC354349;75016;2023-09-11;2024-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;12.07;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;836027;232575;"{""coordinates"": [[[2.2922809787408314, 48.86691452806565], [2.292251369359372, 48.86690934450526], [2.2922348093677707, 48.86695979177122], [2.2922609797669162, 48.866964044858825], [2.2922809787408314, 48.86691452806565]]], ""type"": ""Polygon""}";48.86693639319366, 2.2922572134293544
EC354637;75011;2023-09-18;2024-10-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;10.11;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;836241;232755;"{""coordinates"": [[[2.3713159243221598, 48.85596157522049], [2.371276834972585, 48.85599848241609], [2.371300183395609, 48.85600794034354], [2.3713396188934457, 48.85597103495925], [2.3713159243221598, 48.85596157522049]]], ""type"": ""Polygon""}";48.85598472841441, 2.371308179416897
EC355824;75018;2023-10-02;2025-07-31;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);111.04;Travaux sur édifice public (VdP*);EMPRISE_TROTTOIR;;837066;233461;"{""coordinates"": [[[2.334634313357629, 48.89623086711218], [2.3345856534850125, 48.89625564102728], [2.3350205820348733, 48.89631136677571], [2.3350299894255744, 48.89627772327458], [2.334634313357629, 48.89623086711218]]], ""type"": ""Polygon""}";48.896269674650995, 2.3348216294272364
EC360523;75012;2024-10-21;2024-11-15;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;19.23;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;840528;236269;"{""coordinates"": [[[2.387092472688862, 48.83610582040655], [2.3871233308574036, 48.83612146108303], [2.3871901227702303, 48.83607307842282], [2.387166145911037, 48.8360588391541], [2.387092472688862, 48.83610582040655]]], ""type"": ""Polygon""}";48.83609048494762, 2.3871418963053457
EC362804;75008;2023-11-13;2024-10-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;22.4;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;;840469;236229;"{""coordinates"": [[[2.3214292807055195, 48.87124576472352], [2.3215885585249145, 48.87120641391797], [2.321544487847723, 48.87119815008935], [2.321416510657382, 48.87122984591838], [2.3214292807055195, 48.87124576472352]]], ""type"": ""Polygon""}";48.87122024894059, 2.3214952776515743
EC363925;75013;2023-12-14;2025-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;237.41;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE,EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;842816;238416;"{""coordinates"": [[[2.3699753391445473, 48.81818952629471], [2.369992249068167, 48.818252966849755], [2.370223710930972, 48.81832978000258], [2.37041392372427, 48.818316209044625], [2.370499330182047, 48.81826747790186], [2.3704980767705655, 48.818235588270234], [2.370233874412155, 48.81827750578782], [2.3699753391445473, 48.81818952629471]]], ""type"": ""Polygon""}";48.81827450932968, 2.370238661505937
EC368358;75005;2024-01-25;2024-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;137.8;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;GIG_GIC,STATIONNEMENT_PAYANT;847140;241445;"{""coordinates"": [[[2.344961412143447, 48.843994108595176], [2.3450744959844014, 48.84421877047835], [2.3451436730037902, 48.84420412173099], [2.345029185789042, 48.84398127343651], [2.344961412143447, 48.843994108595176]]], ""type"": ""Polygon""}";48.84410015031476, 2.3450524484997204
EC370201;75017;2024-01-08;2024-12-31;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);75.42;Travaux sur édifice public (VdP*);EMPRISE_CHAUSSEE;;848652;242647;"{""coordinates"": [[[2.313788672510645, 48.89661575033184], [2.3136788960419175, 48.89656093439916], [2.3136333479215443, 48.89655839627405], [2.31356191268238, 48.896581210035606], [2.3135858372443563, 48.89660001619708], [2.3136676550078668, 48.89662780653262], [2.313713201838586, 48.89663034373742], [2.313788672510645, 48.89661575033184]]], ""type"": ""Polygon""}";48.89659562756208, 2.3136704686624823
EC373144;75018;2024-05-27;2025-09-02;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;28.06;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;850979;244589;"{""coordinates"": [[[2.3605402789463166, 48.88500070944468], [2.3605724978567615, 48.88499664928219], [2.3605315679225964, 48.88489220584399], [2.3605013379313724, 48.88490032359186], [2.3605402789463166, 48.88500070944468]]], ""type"": ""Polygon""}";48.88494755488169, 2.360536565911926
EC374661;75011;2024-02-01;2024-11-01;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;13.31;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;852118;245509;"{""coordinates"": [[[2.3936996586669075, 48.849563377478745], [2.3936620828944655, 48.84959050940535], [2.39363744034173, 48.84957353513915], [2.3936235466588447, 48.849581661429255], [2.3936632513474247, 48.84960872992478], [2.393719502396209, 48.849577594281115], [2.3936996586669075, 48.849563377478745]]], ""type"": ""Polygon""}";48.849586207008585, 2.3936733924829365
EC374803;75018;2024-09-30;2024-11-29;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;55.51;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;852217;245586;"{""coordinates"": [[[2.349024763530365, 48.893286457373144], [2.349057276160966, 48.89328207994673], [2.34900480529283, 48.893060038179186], [2.3489778359677684, 48.89306307965822], [2.349024763530365, 48.893286457373144]]], ""type"": ""Polygon""}";48.89317646115445, 2.3490169546840654
EC377453;75016;2024-01-15;2024-12-15;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;695.45;Aménagement de voirie (VdP*);EMPRISE_TROTTOIR;;854177;247237;"{""coordinates"": [[[2.274217611461642, 48.85158893213295], [2.2742997133748806, 48.85154024936476], [2.2739502394768163, 48.851365088154246], [2.273942112034938, 48.85135410977396], [2.2740717274863465, 48.85126291117521], [2.27399512326366, 48.85121417665352], [2.2734988767388757, 48.85156908764844], [2.27359215477445, 48.85160972690799], [2.2738736070264305, 48.85141744630456], [2.274217611461642, 48.85158893213295]]], ""type"": ""Polygon""}";48.85143899117367, 2.2738977016718347
EC377454;75016;2024-01-15;2024-12-15;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;881.95;Aménagement de voirie (VdP*);EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;854177;247237;"{""coordinates"": [[[2.2682402545766602, 48.84957188405364], [2.2684034775233473, 48.84957743662082], [2.268353509867906, 48.84953235257544], [2.2681381827680074, 48.849306384046045], [2.2680664215314974, 48.84917540485654], [2.2679170112835925, 48.84908720999281], [2.2675498671453176, 48.848944556633604], [2.2674796585308283, 48.84903064758198], [2.2675733417398867, 48.84907448151544], [2.2679243979904844, 48.84921627817709], [2.2682532542939846, 48.84954691803842], [2.2682402545766602, 48.84957188405364]]], ""type"": ""Polygon""}";48.8492179323206, 2.2679355742058633
EC377568;75017;2024-04-29;2025-04-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;131.68;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;845087;239768;"{""coordinates"": [[[2.2901630507733635, 48.88671607183525], [2.2901628912889387, 48.886715566364096], [2.290091130280893, 48.88670858207651], [2.290025038911904, 48.88676296585626], [2.290161165218475, 48.88684388640631], [2.2902316591765377, 48.88679887002198], [2.2902432395212533, 48.886791699939806], [2.290162829924285, 48.88671676660952], [2.2901630507733635, 48.88671607183525]]], ""type"": ""Polygon""}";48.886771225561795, 2.2901364496724064
EC378224;75020;2023-10-20;2024-12-20;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;9.3;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;854653;247640;"{""coordinates"": [[[2.4057029032981605, 48.85628458017972], [2.4056783337483805, 48.856351396520715], [2.4056931436553017, 48.85635374722148], [2.405720855457635, 48.856283758299384], [2.4057029032981605, 48.85628458017972]]], ""type"": ""Polygon""}";48.85631771382461, 2.40569912625567
EC378820;75002;2024-02-27;2024-12-02;Opérateurs de réseau (gaz-électricité-RATP-etc);ORANGE;5.74;Travaux sur réseau télécom;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;855103;247990;"{""coordinates"": [[[2.3397216562026437, 48.87116750987315], [2.3397460018824523, 48.871162915435306], [2.3397356236695996, 48.871137585819866], [2.339708514599773, 48.871142392544925], [2.3397216562026437, 48.87116750987315]]], ""type"": ""Polygon""}";48.8711523896044, 2.339727825697152
EC379875;75013;2024-01-15;2024-12-01;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;3.02;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;855925;248687;"{""coordinates"": [[[2.3575282020867245, 48.818975332806495], [2.3575403195038613, 48.81899930525816], [2.3575538128132605, 48.818995506821636], [2.3575420384990933, 48.81897176375815], [2.3575282020867245, 48.818975332806495]]], ""type"": ""Polygon""}";48.81898545155138, 2.3575410650391455
EC380678;75018;2024-09-10;2024-12-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;24.17;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;856560;249192;"{""coordinates"": [[[2.3463075298302285, 48.89623461099299], [2.3463273305449617, 48.89623178909061], [2.346255417569954, 48.89609354616046], [2.3462353357111025, 48.89609041122237], [2.3462392398821486, 48.89610264529459], [2.3463075298302285, 48.89623461099299]]], ""type"": ""Polygon""}";48.896163052948026, 2.3462810076755973
EC381046;75019;2024-02-26;2025-02-24;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;43.81;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;856881;249442;"{""coordinates"": [[[2.381193395764513, 48.886794347804084], [2.3811975430326435, 48.8867706909376], [2.3811467388660814, 48.886769335686445], [2.380933581095275, 48.8866709709905], [2.380920734602978, 48.88668292583384], [2.381182222065813, 48.88680485441445], [2.3811866978800285, 48.88680014170665], [2.381193395764513, 48.886794347804084]]], ""type"": ""Polygon""}";48.886742069126775, 2.3810710720940365
EC381399;75013;2024-01-29;2024-10-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;15.93;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;857116;249633;"{""coordinates"": [[[2.3691383315564516, 48.827968840183885], [2.369141679832113, 48.82797705472879], [2.3692850691840137, 48.827954358985], [2.369323212500221, 48.82790856712057], [2.369310495106191, 48.827905084236846], [2.3692751609517435, 48.82794679337084], [2.3691383315564516, 48.827968840183885]]], ""type"": ""Polygon""}";48.827949970224935, 2.369242017316232
EC381443;75016;2024-02-12;2024-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;50.02;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;856987;249526;"{""coordinates"": [[[2.279747180432013, 48.866730698078804], [2.2797314095314727, 48.86671068076686], [2.2794893655317816, 48.8667941495293], [2.2795051395114854, 48.86681393935502], [2.279747180432013, 48.866730698078804]]], ""type"": ""Polygon""}";48.866762303865656, 2.279618453233929
EC381462;75018;2024-02-15;2024-10-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;25.88;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;857148;249665;"{""coordinates"": [[[2.336651948177665, 48.88605720664377], [2.3365387397240753, 48.88610894459649], [2.336566810407666, 48.88612777020009], [2.3366766532311294, 48.88606918227565], [2.336651948177665, 48.88605720664377]]], ""type"": ""Polygon""}";48.88609220373577, 2.3366058459790953
EC381463;75008;2024-06-03;2025-10-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;19.01;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;857145;249661;"{""coordinates"": [[[2.323124230642244, 48.87443405892791], [2.323120891199806, 48.87442538749988], [2.3228656992467602, 48.87446082883287], [2.322869038660575, 48.87446949936848], [2.323124230642244, 48.87443405892791]]], ""type"": ""Polygon""}";48.87444744336661, 2.3229949670238557
EC381606;75016;2024-02-01;2024-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;351.83;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;AUTRE,STATIONNEMENT_PAYANT,ZONE_LIVRAISON;857178;249762;"{""coordinates"": [[[2.2747473486248153, 48.86530366713848], [2.275145311997842, 48.865473198290516], [2.2751662141345794, 48.86540957344306], [2.2751798906095644, 48.86536912788799], [2.2748409130619773, 48.86522636640876], [2.274818485225349, 48.86525082059274], [2.2747473486248153, 48.86530366713848]]], ""type"": ""Polygon""}";48.865345035709296, 2.274979035318114
EC383160;75009;2023-12-15;2025-05-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;404.22;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;GIG_GIC,STATIONNEMENT_PAYANT;858244;250678;"{""coordinates"": [[[2.3321783404225602, 48.872646090173625], [2.332225886207877, 48.87267064120553], [2.3326215630306213, 48.87243889359587], [2.332607335033654, 48.87239995737602], [2.3324983609456695, 48.87238072979504], [2.3321829967925227, 48.872570020291064], [2.3321783404225602, 48.872646090173625]]], ""type"": ""Polygon""}";48.87251568992528, 2.3323854006632843
EC384013;75012;2024-07-06;2024-11-02;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);21.21;Travaux sur édifice public (VdP*);EMPRISE_TROTTOIR;;859060;251219;"{""coordinates"": [[[2.3732851424747112, 48.84763944081269], [2.373363776738341, 48.84769859596307], [2.3733895173977055, 48.847680971189654], [2.3733073782433958, 48.8476263520375], [2.3732851424747112, 48.84763944081269]]], ""type"": ""Polygon""}";48.847662395806225, 2.3733378651132075
EC385842;75012;2024-03-27;2025-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;42.09;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;860374;252308;"{""coordinates"": [[[2.4042206158630215, 48.84540539464836], [2.4045111581176224, 48.84528990247666], [2.4044996876091385, 48.84527928065063], [2.404461970194433, 48.84529548635524], [2.4044406999103796, 48.84527315829257], [2.404414647271705, 48.84528286484874], [2.404438129054144, 48.845304838786745], [2.404274522565224, 48.84537324042224], [2.4042554388369064, 48.84535274531034], [2.404226061267234, 48.845363527985064], [2.4042468351610524, 48.845381117606095], [2.4042240851200845, 48.845391568144954], [2.4042206158630215, 48.84540539464836]]], ""type"": ""Polygon""}";48.8453361029945, 2.4043630339784814
EC387289;75015;2024-10-28;2025-01-28;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;37.54;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;861214;253005;"{""coordinates"": [[[2.299311504803716, 48.84646146515925], [2.299332374715911, 48.846448754355876], [2.2991745107064063, 48.84634060925695], [2.299146136250304, 48.84635162124035], [2.299311504803716, 48.84646146515925]]], ""type"": ""Polygon""}";48.84639956781413, 2.2992394825237845
EC389530;75012;2024-03-25;2024-10-31;Opérateurs de réseau (gaz-électricité-RATP-etc);CIELIS;22.11;;EMPRISE_TROTTOIR;;862623;254172;"{""coordinates"": [[[2.3928530847887264, 48.83663485014818], [2.392634477762269, 48.83668838565812], [2.392640537315948, 48.83670116670394], [2.3928584974782794, 48.83664398547734], [2.3928530847887264, 48.83663485014818]]], ""type"": ""Polygon""}";48.83666851753675, 2.3927410688148383
EC390229;75010;2024-09-16;2024-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.9;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;863066;254539;"{""coordinates"": [[[2.3697579955133556, 48.87119727409604], [2.369762239093013, 48.87119043449308], [2.369599824608934, 48.87114474724011], [2.369596285960625, 48.87115067592383], [2.3697579955133556, 48.87119727409604]]], ""type"": ""Polygon""}";48.8711713530543, 2.369681090376718
EC390271;75018;2024-04-08;2024-12-15;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;73.07;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE;;863098;254555;"{""coordinates"": [[[2.3360406564743768, 48.895009256743215], [2.3360259278093976, 48.89497274716902], [2.335789760697076, 48.89491725069637], [2.3357562537635914, 48.89494529634637], [2.3360406564743768, 48.895009256743215]]], ""type"": ""Polygon""}";48.89496125232096, 2.335901365903372
EC390446;75008;2024-03-25;2024-11-29;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.13;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;863262;254679;"{""coordinates"": [[[2.308692123019491, 48.876533558690554], [2.3087130624823677, 48.876542331254406], [2.308749810817419, 48.87650429276608], [2.308728871363544, 48.876495520208316], [2.308692123019491, 48.876533558690554]]], ""type"": ""Polygon""}";48.87651892573148, 2.308720966919231
EC390758;75013;2024-09-30;2024-11-15;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;110.07;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;863434;254860;"{""coordinates"": [[[2.378178427937406, 48.827586134654545], [2.3777874919884683, 48.82798002649962], [2.3778115102675166, 48.82799027119041], [2.3782032206563164, 48.82759562422745], [2.378178427937406, 48.827586134654545]]], ""type"": ""Polygon""}";48.82778799174861, 2.377995190449789
EC391534;75017;2024-09-16;2024-12-13;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;7.71;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;864137;255378;"{""coordinates"": [[[2.319458297618656, 48.8911449916966], [2.319561132224949, 48.8910862601328], [2.3195539431606442, 48.891080227970185], [2.3194526078977735, 48.89113996630141], [2.319458297618656, 48.8911449916966]]], ""type"": ""Polygon""}";48.891111862521754, 2.319508219439979
